playlist,videoTitle,description,duration
Data Science for Biologists,"Fourier Transforms: Fast Fourier Transform, Part 3",Data Science for Biologists Fourier Transforms: Fast Fourier Transform Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:29
Data Science for Biologists,"Fourier Transforms: Discrete Fourier Transform, Part 2",Data Science for Biologists Fourier Transforms: Discrete Fourier Transform Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:15:08
Data Science for Biologists,"Dimensionality Reduction: High Dimensional Data, Part 1",Data Science for Biologists Dimensionality Reduction: High Dimensional Data Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:45
Data Science for Biologists,"Systems of Equations: Eigenvalues and Eigenvectors, Part 2",Data Science for Biologists Systems of Equations: Eigenvalues and Eigenvectors Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:16:39
Data Science for Biologists,"Systems of Equations: Eigenvalues and Eigenvectors, Part 1",Data Science for Biologists Systems of Equations: Eigenvalues and Eigenvectors Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:37
Data Science for Biologists,"Systems of Equations: Solving Linear Systems, Part 4",Data Science for Biologists Systems of Equations: Solving Linear Systems Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:01
Data Science for Biologists,"Data Fitting: Polynomial Fitting and Splines, Part 3",Data Science for Biologists Data Fitting: Polynomial Fitting and Splines Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:06:13
Data Science for Biologists,"Systems of Equations: Solving Linear Systems, Part 1",Data Science for Biologists Systems of Equations: Solving Linear Systems Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:08:56
Data Science for Biologists,"Systems of Equations: Solving Linear Systems, Part 2",Data Science for Biologists Systems of Equations: Solving Linear Systems Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:17:22
Data Science for Biologists,"Systems of Equations: Eigenvalues and Eigenvectors, Part 4",Data Science for Biologists Systems of Equations: Eigenvalues and Eigenvectors Part 4  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:58
Data Science for Biologists,"Data Fitting: Polynomial Fitting and Splines, Part 2",Data Science for Biologists Data Fitting: Polynomial Fitting and Splines Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:07:35
Data Science for Biologists,"Systems of Equations: Eigenvalues and Eigenvectors, Part 3",Data Science for Biologists Systems of Equations: Eigenvalues and Eigenvectors Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:11:19
Data Science for Biologists,"Plotting and Visualizing Data: Communicating with Data, Part 3",Data Science for Biologists Plotting and Visualizing Data: Communicating with Data Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:06:07
Data Science for Biologists,"Plotting and Visualizing Data: Communicating with Data, Part 2",Data Science for Biologists Plotting and Visualizing Data: Communicating with Data Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:14:51
Data Science for Biologists,"Plotting and Visualizing Data: Communicating with Data, Part 1",Data Science for Biologists Plotting and Visualizing Data: Communicating with Data Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:09:42
Data Science for Biologists,"Systems of Equations: Modeling with Matrices and Vectors, Part 3",Data Science for Biologists Systems of Equations: Modeling with Matrices and Vectors Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:15:35
Data Science for Biologists,"Systems of Equations: Modeling with Matrices and Vectors, Part 2",Data Science for Biologists Systems of Equations: Modeling with Matrices and Vectors Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:12:10
Data Science for Biologists,"Clustering and Classification: Support Vector Machines and Decision Trees, Part 1",Data Science for Biologists Clustering and Classification: Support Vector Machines and Decision Trees Part 1  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:19:03
Data Science for Biologists,"Clustering and Classification: Support Vector Machines and Decision Trees, Part 3",Data Science for Biologists Clustering and Classification: Support Vector Machines and Decision Trees Part 3  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:07:54
Data Science for Biologists,"Clustering and Classification: Support Vector Machines and Decision Trees, Part 2",Data Science for Biologists Clustering and Classification: Support Vector Machines and Decision Trees Part 2  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:22:00
Data Science for Biologists,Data Science for Biologists: Introduction to the Lightboard,Data Science for Biologists Introduction to the Lightboard  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:03:08
Data Science for Biologists,Data Science for Biologists: Introduction to Matlab,Data Science for Biologists Introduction to Matlab  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:03:40
Data Science for Biologists,Data Science for Biologists: Syllabus,Data Science for Biologists Syllabus  Course Website: data4bio.com  Instructors: Nathan Kutz: faculty.washington.edu/kutz Bing Brunton: faculty.washington.edu/bbrunton Steve Brunton: faculty.washington.edu/sbrunton,00:03:04
Research Abstracts from Brunton Lab,Deep Learning of Dynamics and Coordinates with SINDy Autoencoders,"This video by Kathleen Champion describes a new approach for simultaneously discovering models and an effective coordinate system using a custom SINDy autoencoder.   Paper at PNAS: https://www.pnas.org/content/116/45/22445.abstract Kathleen Champion, Bethany Lusch, J. Nathan Kutz, Steven L. Brunton  https://github.com/kpchamp/SindyAutoencoders  This video was produced at the University of Washington",00:24:31
Research Abstracts from Brunton Lab,Data-Driven Resolvent Analysis,"Benjamin Herrmann describes a data-driven algorithm to perform resolvent analysis from fluid mechanics to obtain the leading forcing and response modes, without recourse to the governing equations, but instead based on snapshots of the transient evolution of linearly stable flows.  This approach is based on two established facts: 1) dynamic mode decomposition can approximate eigenvalues and eigenvectors of the underlying operator governing the evolution of a system from measurement data, and 2) a projection of the resolvent operator onto an invariant subspace can be built from this learned eigendecomposition.   Paper Link: https://arxiv.org/abs/2010.02181 Benjamin Herrmann, Peter J. Baddoo, Richard Semaan, Steven L. Brunton, and Beverley J. McKeon  This work will be discussed at the APS DFD conference at 8:45 AM, Monday, November 23, 2020 http://meetings.aps.org/Meeting/DFD20/Session/K09.12 Session K09: Nonlinear Dynamics: Model Reduction (8:45am - 9:30am)  This video was produced at the University of Washington",00:09:41
Research Abstracts from Brunton Lab,Robust Modal Decompositions for Fluid Flows,"This research abstract by Isabel Scherl describes how to use robust principle component analysis (RPCA) for robust modal decompositions of fluid flows that have large outliers or corruption.   https://doi.org/10.1103/PhysRevFluids.5.054401  https://arxiv.org/abs/1905.07062  Robust principal component analysis for modal decomposition of corrupt fluid flows Physical Review Fluids, 5:054401, 2020 (Editors' Suggestion) Isabel Scherl (@IsabelScherl), Benjamin Strom, Jessica K. Shang, Owen Williams (@WilliamsFluids), Brian L. Polagye, and Steven L. Brunton (@eigensteve)  Additional videos: tinyurl.com/RPCA-PIV  Github repository: https://github.com/ischerl/RPCA-PIV  This video was produced at the University of Washington",00:11:35
Research Abstracts from Brunton Lab,Identifying Dominant Balance Physics from Data - Jared Callaham,"This video illustrates a new algorithm to identify local dominant physical balance relations from multiscale spatiotemporal data.   Title: Learning dominant physical processes with data-driven balance models Paper: https://arxiv.org/abs/2001.10019 Authors: Jared L. Callaham,  J. Nathan Kutz, Bingni W. Brunton , and Steven L. Brunton  Code available at: https://github.com/dynamicslab/dominant-balance  Abstract: Throughout the history of science, physics-based modeling has relied on judiciously approximating observed dynamics as a balance between a few dominant processes. However, this traditional approach is mathematically cumbersome and only applies in asymptotic regimes where there is a strict separation of scales in the physics. Here, we automate and generalize this approach to non-asymptotic regimes by introducing the idea of an equation space, in which different local balances appear as distinct subspace clusters. Unsupervised learning can then automatically identify regions where groups of terms may be neglected. We show that our data-driven balance models successfully delineate dominant balance physics in a much richer class of systems. In particular, this approach uncovers key mechanistic models from the past hundred years in turbulence, nonlinear optics, geophysical fluids, and neuroscience.  This video was produced at the University of Washington",00:12:21
Research Abstracts from Brunton Lab,Data-driven nonlinear aeroelastic models of morphing wings for control,"In this video, Urban Fasel describes a data-driven reduced-order aeroelastic modeling technique for morphing wings and shows its applicability for model predictive control.                       https://royalsocietypublishing.org/doi/full/10.1098/rspa.2020.0079   Data-driven nonlinear aeroelastic models of morphing wings for control Nicola Fonzi, Steven L. Brunton, Urban Fasel Proceedings of the Royal Society A, 2020   Github repository: https://github.com/Nicola-Fonzi/aDMDc     CMASLab morphing wings: https://www.youtube.com/watch?v=RuSsGf7qe4c https://www.sciencedirect.com/science/article/pii/S2213846319301853?via%3Dihub https://asmedigitalcollection.asme.org/SMASIS/proceedings/SMASIS2020/84027/V001T04A011/1090376 SHARPy simulation toolbox: https://joss.theoj.org/papers/10.21105/joss.01885  This video was produced at the University of Washington",00:21:10
